Title,DOI,URL,QuerySets,Sources,From_Scopus,From_IEEE_Xplore,From_ScienceDirect,source
Multi-model DeepFake Detection Using Deep and Temporal Features,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135770471&partnerID=40&md5=7321f7bdcb13c6f8ed3b4703bb2a3475,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135770471&partnerID=40&md5=7321f7bdcb13c6f8ed3b4703bb2a3475,C,,0,0,0,Scopus
"Multimodal Cognitive Learning for Media Forgery Detection: A Comprehensive Framework Combining Random Forest and Deep Ensemble Architectures (Xception, ResNeXt) across Image, Video, and Audio Modalities",10.1109/ICIMIA60377.2023.10426415,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10426415,C,,0,0,0,IEEE Xplore
Multimodal Consistency-Driven Deepfake Detection,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105022185336&partnerID=40&md5=cf82fedb6880b93b0cf94a189f1253e8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105022185336&partnerID=40&md5=cf82fedb6880b93b0cf94a189f1253e8,C,,0,0,0,Scopus
Multiple Feature Mining Based on Local Correlation and Frequency Information for Face Forgery Detection,,,B,IEEE Xplore,0,1,0,
Multiscale Features Integrated Model for Generalizable Deepfake Detection,,,B,Scopus,1,0,0,
Navigating Deepfakes with Data Science: A Multi-Modal Analysis and Blockchain-Based Detection Framework,,,B,IEEE Xplore,0,1,0,
Navigating Deepfakes with Data Science: A Multi-Modal Analysis and Blockchain-Based Detection Framework,10.1109/ICPCT64145.2025.10940229,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10940229,C,,0,0,0,IEEE Xplore
Near Real-Time Deepfake Audio Detection based on Speaker Diarization Techniques,10.1109/CSCS66924.2025.00067,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11181580,C,,0,0,0,IEEE Xplore
Neuro-Behavioral Deepfake Detection: Leveraging Human Micro-Expression Analysis for High-Precision Forgery Identification,10.1109/ICIMIA67127.2025.11200578,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11200578,C,,0,0,0,IEEE Xplore
No Matter Small or Big Lip Motion: DeepFake Detection with Regularized Feature Learning on Semantic Information,10.1109/MIPR59079.2023.00034,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10254427,C,,0,0,0,IEEE Xplore
Noise-aware progressive multi-scale deepfake detection,,,B,Scopus,1,0,0,
On Using rPPG Signals for DeepFake Detection: A Cautionary Note,,,A,Scopus,1,0,0,
Open Challenges in Synthetic Speech Detection,,,B,IEEE Xplore,0,1,0,
PET: High-Frequency Temporal Self-Consistency Learning for Partially Deepfake Audio Localization,10.1109/ICASSP49660.2025.10889913,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10889913,C,,0,0,0,IEEE Xplore
Pandora's Black or White Box: Are AI Tools Undermining Evidence?,,,B,IEEE Xplore,0,1,0,
Pixel Bleach Network for Detecting Face Forgery Under Compression,,,B,IEEE Xplore,0,1,0,
"Potential of artificial intelligence in deepfake media: From generation to detection mechanisms, state-of-the-art, and challenges",,,A|B,ScienceDirect,0,0,1,
Preserving Integrity: A Binary Classification Approach to Unmasking Artificially Generated Voices in the Age of Deepkakes,10.23919/INDIACom61295.2024.10499177,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10499177,C,,0,0,0,IEEE Xplore
Preserving Visual Authenticity: Block chain-Augmented AI Frameworks for Advanced Digital Deception Recognition and Mitigation,,,B,IEEE Xplore,0,1,0,
Preserving the Veracity of Digital Media using Neural Network Based Detection of Deepfake Videos,10.1109/ICBDS61829.2024.10837046,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10837046,C,,0,0,0,IEEE Xplore
Preventing DeepFake Attacks on Speaker Authentication by Dynamic Lip Movement Analysis,10.1109/TIFS.2020.3045937,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9298826,C,,0,0,0,IEEE Xplore
"Quantitative Dissection of Spatial, Temporal, and Frequency Features in Deepfake Detection",,,B,IEEE Xplore,0,1,0,
"Quantitative Dissection of Spatial, Temporal, and Frequency Features in Deepfake Detection",10.1109/IC2E365635.2025.11166815,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11166815,C,,0,0,0,IEEE Xplore
RAW Data: A Key Component for Effective Deepfake Detection,,,B,IEEE Xplore,0,1,0,
RE-Mark: An Identity-Recovery Watermarking Method for Undoing Deepfake Face-Swap,,,B,IEEE Xplore,0,1,0,
RLGC: Reconstruction Learning Fusing Gradient and Content Features for Efficient Deepfake Detection,,,B,IEEE Xplore,0,1,0,
Real-Time Deepfake Detection using a Hybrid MobileNet-LSTM Model For Image and Video Analysis,10.1109/ICCMC65190.2025.11140856,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11140856,C,,0,0,0,IEEE Xplore
Real-Time Deepfake Video Detection using Machine Learning: A CNN-based Authentication Framework,,,B,IEEE Xplore,0,1,0,
Real-Time Deepfake Video Detection using Machine Learning: A CNN-based Authentication Framework,10.1109/ICAISS61471.2025.11041947,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11041947,C,,0,0,0,IEEE Xplore
Real-Time Ensemble-Based Deepfake Detection for Virtual Classrooms and Workspaces Using EfficientNet and Custom Attention-Enhanced CNN,10.1109/ICICKE65317.2025.11136248,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11136248,C,,0,0,0,IEEE Xplore
Recalibrated Bandpass Filtering On Temporal Waveform For Audio Spoof Detection,,,B,IEEE Xplore,0,1,0,
Reduced Spatial Dependency for More General Video-level Deepfake Detection,10.1109/ICASSP49660.2025.10888190,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10888190,C,,0,0,0,IEEE Xplore
Refining digital security with EfficientNetV2-B2 deepfake detection techniques,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005518686&partnerID=40&md5=24dd609f49b296fea4135504fae60257,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005518686&partnerID=40&md5=24dd609f49b296fea4135504fae60257,C,,0,0,0,Scopus
Representation Alignment For Deepfake Detection,,,B,"IEEE Xplore, Scopus",1,1,0,
ResNeXt-50 and LSTM for Deepfake Detection,10.1109/ICoAILO66760.2025.11156046,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11156046,C,,0,0,0,IEEE Xplore
Research and Performance Evaluation of Deepfake Video Detection Method Integrated Spatio temporal Attention Mechanism,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217360906&partnerID=40&md5=d167b4e9186c86771e36c0c416131993,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217360906&partnerID=40&md5=d167b4e9186c86771e36c0c416131993,C,,0,0,0,Scopus
Research on Real-Time Deepfake Image Detection System Based on a Self-Supervised Learning Framework,10.1109/IAECST64597.2024.11118130,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11118130,C,,0,0,0,IEEE Xplore
Research on depth image tampering detection based on color space fusion,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007656096&partnerID=40&md5=79518cf852d9f8dfcfb6bb7a761ffd78,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007656096&partnerID=40&md5=79518cf852d9f8dfcfb6bb7a761ffd78,C,,0,0,0,Scopus
Rethinking the Up-Sampling Operations in CNN-Based Generative Network for Generalizable Deepfake Detection,,,B,IEEE Xplore,0,1,0,
Revealing and Classification of Deepfakes Video's Images using a Customize Convolution Neural Network Model,,,A,ScienceDirect,0,0,1,
Review of Deepfake Detection Techniques and Challenges,10.1109/ICCBE65177.2025.11255645,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11255645,C,,0,0,0,IEEE Xplore
Review of Deepfake Detection Techniques and Challenges,,,B,IEEE Xplore,0,1,0,
Review of research on face deepfake detection methods; 人脸深度伪造检测方法研究综述,,,B,Scopus,1,0,0,
Review: DeepFake Detection Techniques using Deep Neural Networks (DNN),10.1109/ICAST59062.2023.10454938,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10454938,C,,0,0,0,IEEE Xplore
Revisiting Generalizability in Deepfake Detection: Improving Metrics and Stabilizing Transfer,,,B,IEEE Xplore,0,1,0,
Robust AI-Synthesized Speech Detection Using Feature Decomposition Learning and Synthesizer Feature Augmentation,,,B,IEEE Xplore,0,1,0,
Robust AI-Synthesized Speech Detection Using Feature Decomposition Learning and Synthesizer Feature Augmentation,10.1109/TIFS.2024.3520001,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10806877,C,,0,0,0,IEEE Xplore
SDHF: Spotting DeepFakes with Hierarchical Features,,,A,IEEE Xplore,0,1,0,
SFSimNet: An Efficient Spatial-Frequency Multi-Scale Intra-Feature Similarity Measurement Network for Deepfake Detection,,,B,IEEE Xplore,0,1,0,
SFormer: An end-to-end spatio-temporal transformer architecture for deepfake detection,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202157768&partnerID=40&md5=d569627607c1ddc9a4ccbcc20e813f63,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202157768&partnerID=40&md5=d569627607c1ddc9a4ccbcc20e813f63,C,,0,0,0,Scopus
STC-CapsNet: Detecting Audio Deepfakes with Spatio-Temporal Convolutions and Capsule Networks,,,B,IEEE Xplore,0,1,0,
STC-CapsNet: Detecting Audio Deepfakes with Spatio-Temporal Convolutions and Capsule Networks,10.1109/CISM64958.2025.11060861,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11060861,C,,0,0,0,IEEE Xplore
Scene and Texture Based Feature Set for DeepFake Video Detection,10.1109/ICDMW58026.2022.00021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10029383,C,,0,0,0,IEEE Xplore
Security Strengthen and Detection of Deepfake Videos and Images Using Deep Learning Techniques,,,B,IEEE Xplore,0,1,0,
Seeing Through the Blur: Unlocking Defocus Maps for Deepfake Detection,,,B,Scopus,1,0,0,
Self-Supervised Graph Transformer for Deepfake Detection,10.1109/ACCESS.2024.3392512,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10506700,C,,0,0,0,IEEE Xplore
Short And Low Resolution Deepfake Video Detection Using CNN,10.1109/R10-HTC54060.2022.9929719,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9929719,C,,0,0,0,IEEE Xplore
SiamNet: Exploiting source camera noise discrepancies using Siamese Network for Deepfake Detection,,,B,Scopus,1,0,0,
"Social, legal, and ethical implications of AI-Generated deepfake pornography on digital platforms: A systematic literature review",,,A,ScienceDirect,0,0,1,
Source Identification of DeepFake Videos in Social Media-like Networks using Centrality Measures,10.1109/ISDFS65363.2025.11012119,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11012119,C,,0,0,0,IEEE Xplore
Space–Frequency and Global–Local Attentive Networks for Sequential Deepfake Detection,,,B,IEEE Xplore,0,1,0,
Spatial-Temporal Frequency Forgery Clue for Video Forgery Detection in VIS and NIR Scenario,,,B,IEEE Xplore,0,1,0,
Spatial-frequency feature fusion based deepfake detection through knowledge distillation,,,B,Scopus,1,0,0,
Spatio-Temporal Convolutional Neural Networks for Deepfake Detection: An Empirical Study,10.1109/ICI60088.2023.10420892,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10420892,C,,0,0,0,IEEE Xplore
Spatio-Temporal Convolutional Neural Networks for Deepfake Detection: An Empirical Study,,,A,IEEE Xplore,0,1,0,
Spatio-temporal knowledge distilled video vision transformer (STKD-VViT) for multimodal deepfake detection,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214225264&partnerID=40&md5=7d077ea5dfba0abe84726b0ab1ed535c,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214225264&partnerID=40&md5=7d077ea5dfba0abe84726b0ab1ed535c,C,,0,0,0,Scopus
Spatiotemporal Deepfake Video Detection: A Hybrid CNN-Transformer Approach with Frequency Analysis,10.1109/IRI66576.2025.00048,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11153098,C,,0,0,0,IEEE Xplore
Spatiotemporal Deepfake Video Detection: A Hybrid CNN-Transformer Approach with Frequency Analysis,,,B,IEEE Xplore,0,1,0,
Spatiotemporal Fusion for Deepfakes Detection in Face Videos,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85215533400&partnerID=40&md5=45c15f138103b4205538808e44159573,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85215533400&partnerID=40&md5=45c15f138103b4205538808e44159573,C,,0,0,0,Scopus
SpecXNet: A Dual-Domain Convolutional Network for Robust Deepfake Detection,,,B,Scopus,1,0,0,
SpectralFusionNet: Adaptive Frequency-Spatial Feature Fusion for Robust Deepfake Detection,,,B,"IEEE Xplore, Scopus",1,1,0,
Supervised Learning Techniques for Deepfake Detection: Integrating ResNet50 and LSTM,10.1109/ICAET63349.2025.10932283,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10932283,C,,0,0,0,IEEE Xplore
Swin-BiLSTM with Attention for Face Swap Detection in Deepfake Videos,10.1109/ICoICT66265.2025.11192953,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11192953,C,,0,0,0,IEEE Xplore
SwinGAN: A Synergistic Approach Combining Swin Transformers and GANs for DeepFake Detection,,,B,IEEE Xplore,0,1,0,
Synthetic Voice Detection and Audio Splicing Detection using SE-Res2Net-Conformer Architecture,,,B,IEEE Xplore,0,1,0,
Temporal surface frame anomalies for deepfake video detection,10.1109/CVPRW63382.2024.00388,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10678101,C,,0,0,0,IEEE Xplore
The Growing Need for Deepfakes Detection in the Age of AI-Generated Media,,,A|B,IEEE Xplore; Scopus,1,1,0,
The Growing Need for Deepfakes Detection in the Age of AI-Generated Media,10.1109/ICETETSIP64213.2025.11156944,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11156944,C,,0,0,0,IEEE Xplore
The Impact of Data Augmentation on Deepfake Detection: A Comparative Study of CNN and Transformer Models,10.1109/ICMI65310.2025.11141228,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11141228,C,,0,0,0,IEEE Xplore
The applications of machine learning techniques in medical data processing based on distributed computing and the Internet of Things,,,A,ScienceDirect,0,0,1,
The future of misinformation control: integrating advanced algorithms and Blockchain for effective Deepfake detection,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010557399&partnerID=40&md5=10fbcfdb86275fa1658e739ba242f6f8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010557399&partnerID=40&md5=10fbcfdb86275fa1658e739ba242f6f8,C,,0,0,0,Scopus
Towards Analysis Detection of Deepfake Video via Deep Learning Models: A Review,10.1109/IJCC64742.2024.10847278,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10847278,C,,0,0,0,IEEE Xplore
Towards Quantifying and Reducing Language Mismatch Effects in Cross-Lingual Speech Anti-Spoofing,10.1109/SLT61566.2024.10832142,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10832142,C,,0,0,0,IEEE Xplore
Towards Spatio-temporal Collaborative Learning: An End-to-End Deepfake Video Detection Framework,10.1109/IJCNN54540.2023.10191479,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10191479,C,,0,0,0,IEEE Xplore
Trinity Detector: Text-Assisted and Attention Mechanisms Based Spectral Fusion for Diffusion Generation Image Detection,,,B,IEEE Xplore,0,1,0,
UniForensics: Face Forgery Detection via General Facial Representation,,,B,IEEE Xplore,0,1,0,
UniForensics: Face Forgery Detection via General Facial Representation,10.1109/TDSC.2025.3627420,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11250851,C,,0,0,0,IEEE Xplore
Unlocking A New Paradigm In Robustness For Multi-Step Facial Forgery Detection,,,B,IEEE Xplore,0,1,0,
"Unmasking Deepfakes: A Review of Current Datasets, Tools, and Detection Features",,,A|B,ScienceDirect,0,0,1,
Unmasking deepfakes: A systematic review of deepfake detection and generation techniques using artificial intelligence,,,A|B,ScienceDirect,0,0,1,
"Unmasking digital deceptions: An integrative review of deepfake detection, multimedia forensics, and cybersecurity challenges",,,A|B,ScienceDirect,0,0,1,
Unmasking the Reality: A Comprehensive Study of Deepfake Identification Techniques and Their Expanding Terrain,,,A,IEEE Xplore,0,1,0,
Unmasking the Reality: A Comprehensive Study of Deepfake Identification Techniques and Their Expanding Terrain,10.1109/CICTN64563.2025.10932620,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10932620,C,,0,0,0,IEEE Xplore
Unsupervised Learning-Based Framework for Deepfake Video Detection,,,B,IEEE Xplore,0,1,0,
"Unveiling cybersecurity mysteries: A comprehensive survey on digital forensics trends, threats, and solutions in network security",,,B,ScienceDirect,0,0,1,
Using Deep Learning to Detecting Deepfakes,10.1109/ISCMI56532.2022.10068449,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10068449,C,,0,0,0,IEEE Xplore
Using Graph Neural Networks to Improve Generalization Capability of the Models for Deepfake Detection,10.1109/TIFS.2024.3451356,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10654318,C,,0,0,0,IEEE Xplore
V3CViT: Deepfake Detection Based on Video Vision Transformer and 3D Convolution Network,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85209570938&partnerID=40&md5=d3d6b7e5ea7915470d42cd7e0fb69fa4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85209570938&partnerID=40&md5=d3d6b7e5ea7915470d42cd7e0fb69fa4,C,,0,0,0,Scopus
VAD-Lip: Visual and Audio Deepfake Detection via Lip Features,,,A,Scopus,1,0,0,
VCF: A Real-World Video Conference Deepfake Benchmark for Face-Swap Detection and Robustness Evaluation,,,B,Scopus,1,0,0,
ViT-Xplain: A Transparent Deepfake Detector for Consumer Electronics Based on Attention and Explainable AI,,,B,IEEE Xplore,0,1,0,
Video Forensic Analysis Using Deep Learning Models,10.1109/ETCC65847.2025.11108521,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11108521,C,,0,0,0,IEEE Xplore
Video Integrity Detection with Deep Learning,10.1109/ICACCS60874.2024.10717096,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10717096,C,,0,0,0,IEEE Xplore
Video Normalization in Identifying Fake Videos Using a Long Short-Term Memory Model,10.1109/SoutheastCon51012.2023.10115139,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10115139,C,,0,0,0,IEEE Xplore
Video face forgery detection via facial motion-assisted capturing dense optical flow truncation,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139500002&partnerID=40&md5=4e68234623468347addaa31a2254a450,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139500002&partnerID=40&md5=4e68234623468347addaa31a2254a450,C,,0,0,0,Scopus
Vision-based Multimodal Deepfake Detection using Explainable AI,,,A,IEEE Xplore,0,1,0,
"Visual Deepfake Detection: Review of Techniques, Tools, Limitations, and Future Prospects",,,B,IEEE Xplore,0,1,0,
"Visual Deepfake Detection: Review of Techniques, Tools, Limitations, and Future Prospects",10.1109/ACCESS.2024.3523288,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10816641,C,,0,0,0,IEEE Xplore
Voices of Deception - Detecting AI-Synthesized Speech Using Spectrotemporal Features and Hybrid Learning Models,,,B,IEEE Xplore,0,1,0,
Voices of Deception - Detecting AI-Synthesized Speech Using Spectrotemporal Features and Hybrid Learning Models,10.1109/INDISCON66021.2025.11252158,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11252158,C,,0,0,0,IEEE Xplore
WaViT-CDC: Wavelet Vision Transformer With Central Difference Convolutions for Spatial-Frequency Deepfake Detection,,,B,IEEE Xplore,0,1,0,
WaterLo: Protect Images from Deepfakes Using Localized Semi-Fragile Watermark,10.1109/ICCVW60793.2023.00046,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10350953,C,,0,0,0,IEEE Xplore
WaveConViT: Wavelet-Based Convolutional Vision Transformer for Cross-Manipulation Deepfake Video Detection,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004252373&partnerID=40&md5=b1262851d3a0da2b388d4c177e9705d4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004252373&partnerID=40&md5=b1262851d3a0da2b388d4c177e9705d4,C,,0,0,0,Scopus
WaveDIF: Wavelet Sub-Band based Deepfake Identification in Frequency Domain,10.1109/CVPRW67362.2025.00627,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11148061,C,,0,0,0,IEEE Xplore
WaveDIF: Wavelet Sub-Band based Deepfake Identification in Frequency Domain,,,B,"IEEE Xplore, Scopus",1,1,0,
WaveGuard: Robust Deepfake Detection and Source Tracing via Dual-Tree Complex Wavelet and Graph Neural Networks,10.1109/TCSVT.2025.3628951,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11224900,C,,0,0,0,IEEE Xplore
WaveGuard: Robust Deepfake Detection and Source Tracing via Dual-Tree Complex Wavelet and Graph Neural Networks,,,B,"IEEE Xplore, Scopus",1,1,0,
Wavelet-based GAN Fingerprint Detection using ResNet50,,,B,IEEE Xplore,0,1,0,
What Does an Audio Deepfake Detector Focus on? A Study in the Time Domain,,,B,IEEE Xplore,0,1,0,
Within 3DMM Space: Exploring Inherent 3D Artifact for Video Forgery Detection,,,B,IEEE Xplore,0,1,0,
Within 3DMM Space: Exploring Inherent 3D Artifact for Video Forgery Detection,10.1109/TIFS.2025.3592557,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11095790,C,,0,0,0,IEEE Xplore
XLSR-Mamba: A Dual-Column Bidirectional State Space Model for Spoofing Attack Detection,10.1109/LSP.2025.3547861,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10909468,C,,0,0,0,IEEE Xplore
XWSB: A Blend System Utilizing XLS-R and Wavlm With SLS Classifier Detection System for SVDD 2024 Challenge,10.1109/SLT61566.2024.10832183,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10832183,C,,0,0,0,IEEE Xplore
You’re not acting like yourself: Deepfake Detection Based on Facial Behavior,,,A,IEEE Xplore,0,1,0,
eKYC-DF: A Large-Scale Deepfake Dataset for Developing and Evaluating eKYC Systems,,,A,IEEE Xplore,0,1,0,
